start	end	text
2187000	2189000	água de rua. Acabou a pressão
2189000	2191000	lá, ou seja, acabou
2191000	2193000	a luz na central,
2193000	2195000	acabou a bomba. Não tem bomba
2195000	2197000	para
2197000	2199000	para encher aquela caixa
2199000	2201000	d'água, o que é só para
2201000	2203000	dar altura, aquelas caixas d'água
2203000	2205000	que a gente vê na cidade, não sei o que,
2205000	2207000	é só para dar altura, o verdadeiro reservatório
2207000	2209000	está embaixo, né?
2209000	2211000	1 milhão de litros lá embaixo
2211000	2213000	e 10 mil litros lá em cima, só para dar pressão.
2213000	2215000	Então,
2215000	2217000	uma coisa que acontece
2217000	2219000	aqui, é que
2219000	2221000	você depende, você tem uma casa
2221000	2223000	mesmo que você tenha poço
2223000	2225000	e aí
2225000	2227000	é o meu caso, eu tenho poço,
2227000	2229000	se acabar a luz
2229000	2231000	eu não tenho uma caixa d'água.
2231000	2233000	Eu preciso de energia elétrica
2233000	2235000	para
2237000	2239000	bombear
2239000	2241000	do poço
2241000	2243000	e o poço, como está numa profundidade
2243000	2245000	alta, ele não está sujeito
2245000	2247000	a congelar, né?
2247000	2249000	E aquilo vai para uma
2249000	2251000	espécie de um
2251000	2253000	tanque com membrana
2253000	2255000	que é aquilo que dá pressão na água.
2255000	2257000	Então, aquilo vai enchendo
2257000	2259000	então
2259000	2261000	eu acho que essa situação
2261000	2263000	da água merece
2263000	2265000	um cuidado especial
2265000	2267000	porque a água é tão
2267000	2269000	necessária e tudo mais
2269000	2271000	e cada um vai ter uma situação
2271000	2273000	diferente, você quebrar a cabeça
2273000	2275000	aqui com um gerador
2275000	2277000	com...
2277000	2279000	nós temos um gerador apropano,
2279000	2281000	outro gerador gasolina,
2281000	2283000	de... o apropano
2283000	2285000	entra automático
2285000	2287000	e por quê?
2287000	2289000	Porque acabou a energia elétrica
2289000	2291000	nós estamos imediatamente sem água
2291000	2293000	entendeu? Então
2293000	2295000	eu acho que é uma coisa
2295000	2297000	que às vezes a gente sai do Brasil
2297000	2299000	e eu no começo aqui,
2299000	2301000	é caixa d'água, pera aí
2301000	2303000	que caixa d'água, não pode ter
2303000	2305000	caixa d'água aqui
2305000	2307000	e eu acho que cada um tem uma situação diferente
2307000	2309000	e mesmo no Brasil
2309000	2311000	como você falou, tem o prédio
2311000	2313000	o prédio já é outra situação
2313000	2315000	que é a mentalidade no prédio
2315000	2317000	o pessoal vai continuar tomando três banho por dia
2317000	2319000	entendeu?
2319000	2321000	se acabar a água, tudo bem, vai voltar
2321000	2323000	aquela mentalidade
2323000	2325000	então eu acho que é um
2325000	2327000	só dando esse toque que eu acho que merece
2327000	2329000	uma consideração todo especial
2331000	2333000	ok, ok
2333000	2335000	um gratu...
2335000	2337000	Renato, olha, aqui
2337000	2339000	quando nós tivemos um apagão
2339000	2341000	eu tenho banheira
2341000	2343000	e eu tenho assim
2343000	2345000	uns 40 galões de água
2345000	2347000	e assim
2347000	2349000	quando eu falei com a minha irmã, quando eu falei com a minha sobrinha
2349000	2351000	elas não tinham nem garrafas
2351000	2353000	de Coca-Cola
2353000	2355000	para poder armazenar a água
2355000	2357000	então parece uma bobeira
2357000	2359000	mas além de a encher banheira, quem tenha
2359000	2361000	em panela e tem que ter um monte de garrafa
2361000	2363000	porque se não subir a água
2363000	2365000	pelo menos você tem
2365000	2367000	100 garrafas lá que podem durar o tempo que for
2367000	2369000	então é uma bobeira
2369000	2371000	e vale pequeno perto do que vocês estão falando
2371000	2373000	mas ter um monte
2373000	2375000	de garrafas para encher
2375000	2377000	é muito importante
2377000	2379000	é só isso
2379000	2381000	e a tampa da banheira também
2381000	2383000	deixa eu falar um pouquinho
2383000	2385000	rapidinho aqui
2385000	2387000	sobre isso que a Mônica falou das garrafas
2387000	2389000	desde o ano passado
2389000	2391000	acho que desde 23
2391000	2393000	antes de eu mudar aqui para os dias de fora
2393000	2395000	eu comprei um
2395000	2397000	tambor, eu não sei como é que chama
2397000	2399000	esse plástico azul
2399000	2401000	240 litros
2401000	2403000	ele dá 20 baldes
2403000	2405000	desses médios
2405000	2407000	esses normais aí
2407000	2409000	e eu mantenho ele com água
2409000	2411000	aí eu uso e vou trocando
2411000	2413000	desde aquela época
2413000	2415000	é uma das minhas medidas
2415000	2417000	pridenciais que eu ainda
2417000	2419000	confio
2419000	2421000	pessoal
2421000	2423000	sobre isso
2423000	2425000	olha, tem um grupo
2425000	2427000	no telegram que é
2427000	2429000	preparadores
2429000	2431000	esse assunto água foi muito discutido
2431000	2433000	todo mundo lá já
2433000	2435000	já colocou perguntas
2435000	2437000	eu vou dizer para vocês o seguinte
2439000	2441000	onde é que nós vamos estar
2441000	2443000	quando
2443000	2445000	ocorrer algum problema
2445000	2447000	quando via um
2447000	2449000	um catalisador
2449000	2451000	que realmente nos afete
2451000	2453000	tá
2453000	2455000	então eu vou dizer para você
2455000	2457000	o seguinte
2457000	2459000	o pior lugar para estar
2459000	2461000	é numa planície costeira
2461000	2463000	em um apartamento alto
2463000	2465000	é o pior lugar para estar
2465000	2467000	pelo que
2467000	2469000	CNTV
2469000	2471000	não estou dizendo para vocês que vai acontecer
2471000	2473000	amanhã daqui a um mês ou dois meses
2473000	2475000	o melhor lugar para estar
2475000	2477000	há mais de 1000 metros de altura
2477000	2479000	uma zona
2479000	2481000	de estabilidade geológica
2481000	2483000	comprovada sem fissura
2483000	2485000	sem encontro de placa
2485000	2487000	numa clareira sem mato
2487000	2489000	em um lugar
2489000	2491000	de difícil acesso
2491000	2493000	com energia independente
2493000	2495000	e um poço
2495000	2497000	com bomba manual
2499000	2501000	este é o melhor lugar
2501000	2503000	para estar e o pior lugar para estar
2503000	2505000	entre esses dois
2505000	2507000	existem
2507000	2509000	centenas ou milhares de lugares
2509000	2511000	onde cada um vai estar
2511000	2513000	dependendo da sua capacidade
2513000	2515000	dependendo
2515000	2517000	de quanto ela quer se preparar
2517000	2519000	ou não
2519000	2521000	dependendo de quanto ela vai acreditar
2521000	2523000	do que vai acontecer ou não
2523000	2525000	eu não estou dizendo para ninguém e para o campo
2525000	2527000	e para uma clareira e para um lugar alto
2527000	2529000	eu estou dizendo o pior lugar do meu ponto de vista
2529000	2531000	e o melhor lugar do meu ponto de vista
2531000	2533000	ok
2533000	2535000	um momentinho Renato
2535000	2537000	Joselisa pode por favor fechar o microfone
2539000	2541000	gratidão
2541000	2543000	eu estou dando risada
2543000	2545000	eu estou dando risada aqui
2545000	2547000	porque eu estou nos dois piores Renato
2547000	2549000	eu ainda não consegui o meu lugar
2549000	2551000	na montanha é o mais
2551000	2553000	um apartamento alto em São Paulo
2553000	2555000	perto da praia no rio
2555000	2557000	é beleza
2557000	2559000	tem que sair correndo agora
2559000	2561000	é eu
2561000	2563000	agora adiantando
2563000	2565000	um assunto que eu ia deixar mais para a diante
2565000	2567000	nós já falamos das
2567000	2569000	várias endógenas
2569000	2571000	a minha ideia
2571000	2573000	que eu antevejo
2573000	2575000	é um caos de falta de energia
2575000	2577000	que vai
2577000	2579000	redundar num efeito
2579000	2581000	em várias outras
2581000	2583000	consequências
2583000	2585000	falta de comunicação, desabastecimento
2585000	2587000	tudo isso que você sabe
2587000	2589000	e que passaram tiveram um pequeníssimo
2589000	2591000	teste aí na Europa
2591000	2593000	imagina isso aí para as semanas
2593000	2595000	tá
2595000	2597000	ah
2597000	2599000	eu entendo que
2599000	2601000	depois
2601000	2603000	dos digers implantarem
2603000	2605000	alguns
2605000	2607000	catalisadores endógenas
2607000	2609000	aí vão vir os exógenos
2611000	2613000	e
2613000	2615000	no vídeo 90 o professor
2615000	2617000	explica bem
2617000	2619000	os três
2619000	2621000	os três
2621000	2623000	as três variáveis exógenas
2625000	2627000	que estão previstas
2627000	2629000	ok
2629000	2631000	vocês já estão cansados de saber
2631000	2633000	mas se vocês forem de novo
2633000	2635000	no vídeo 90
2635000	2637000	vocês vão ver o primeiro
2637000	2639000	que aquela onda
2639000	2641000	de energia de boa frequência
2641000	2643000	alta frequência
2643000	2645000	que não vem do centro galáctico
2645000	2647000	ele foi enviado pelo criador
2649000	2651000	ele passa pelo centro galáctico
2651000	2653000	ele vem em ondas sucessivas
2653000	2655000	e é uma energia
2655000	2657000	de
2657000	2659000	alta frequência
2659000	2661000	no sentido não de
2661000	2663000	de frequência
2663000	2665000	harts altos
2665000	2667000	alta no sentido de boa
2669000	2671000	essa alta energia
2671000	2673000	ela vai
2673000	2675000	tirar a ilusão
2675000	2677000	ela vai desmanchar o véu
2677000	2679000	o estudo está escrito no vídeo 90
2679000	2681000	e já foi dito em outros vídeos
2681000	2683000	também
2683000	2685000	lápis
2685000	2687000	então
2687000	2689000	depois tem as outras duas
2689000	2691000	que é o sintorno de fotos
2691000	2693000	o nulo magnético
2693000	2695000	e o corpo celeste que muitos estão acompanhando
2695000	2697000	que já deram vários nomes
2697000	2699000	o professor nunca deu um nome
2699000	2701000	para isso
2703000	2705000	isso vocês estão acompanhando
2705000	2707000	mas eu quero que vocês atentem
2707000	2709000	e queira trocar uma ideia com vocês
2709000	2711000	que é o seguinte
2711000	2713000	vou imaginar um seguinte
2713000	2715000	um grande caos
2715000	2717000	aonde
2717000	2719000	quem estiver preparado materialmente
2719000	2721000	e internamente
2721000	2723000	principalmente internamente
2723000	2725000	vai passar
2725000	2727000	essa primeira parte
2727000	2729000	do caos
2729000	2731000	que seja feito por guerra
2731000	2733000	por pandemia
2733000	2735000	por um blackout
2735000	2737000	por qualquer coisa
2737000	2739000	e para
2739000	2741000	estarmos bem para receber essas ondas
2741000	2743000	de energia de alta frequência
2743000	2745000	vocês estão entendendo o meu raciocínio
2747000	2749000	muito bem
2749000	2751000	sim, bem claro
2751000	2753000	então
2753000	2755000	por que a ênfase
2755000	2757000	na preparação interna
2757000	2759000	e na preparação externa
2759000	2761000	para a gente poder chegar
2761000	2763000	nesse momento
2763000	2765000	se nós não estivermos preparados
2765000	2767000	para chegar nesse momento
2767000	2769000	nós não vamos viver isso
2769000	2771000	nós vamos ser engolfados pelo caos
2771000	2773000	nós vamos ter problema
2773000	2775000	nós vamos ser
2777000	2779000	sei lá
2779000	2781000	tudo que vai acontecer
2781000	2783000	no planeta
2783000	2785000	tem a ver com as variáveis endógenas
2785000	2787000	até
2787000	2789000	chegarem as exógenas
2791000	2793000	isso é um ponto de vista meu
2795000	2797000	que eu deduzi
2797000	2799000	pelo que o professor está falando
2799000	2801000	e eu entendo
2801000	2803000	que tem uma lógica nessa
2803000	2805000	nessa sequência
2805000	2807000	porque já em vídeos
2807000	2809000	nos primeiros vídeos
2809000	2811000	ele dizia o seguinte
2811000	2813000	que vai vir um período
2813000	2815000	de bom
2815000	2817000	de bom estar
2817000	2819000	nunca disse quanto tempo
2819000	2821000	nunca disse
2821000	2823000	também quando
2823000	2825000	mas depois
2825000	2827000	dos problemas que nós vamos passar
2827000	2829000	vai vir um período
2829000	2831000	de calmaria
2831000	2833000	eu faço essa leitura
2833000	2835000	que isso é consequência
2835000	2837000	das ondas de energia
2837000	2839000	das frequências
2839000	2841000	do nosso criador
2841000	2843000	que vão impactar
2843000	2845000	e vão vir limpar
2845000	2847000	o nosso plano aqui
2847000	2849000	é uma dedução minha
2849000	2851000	talvez eu esteja
2851000	2853000	me antecipando alguma coisa
2853000	2855000	e eu gostaria da opinião de vocês
2855000	2857000	porque
2857000	2859000	para mim faz sentido isso aí
2865000	2867000	Oi Renato, eu de novo o Wagner
2867000	2869000	se você está
2869000	2871000	exatamente certo ou não
2871000	2873000	mas para mim
2873000	2875000	é o que eu interpreto também
2875000	2877000	do que eu tenho ouvido do professor
2877000	2879000	e adicionando aí
2879000	2881000	que provavelmente
2881000	2883000	o nível de informação
2883000	2885000	desse pessoal causando
2885000	2887000	os problemas
2887000	2889000	endógenos aí
2889000	2891000	é muito mais alto
2891000	2893000	eles estão sabendo do que está vindo
2893000	2895000	eu 20 anos atrás
2895000	2897000	tinha um cara aqui em Toronto que falava que
2897000	2899000	o Vaticano é o dono
2899000	2901000	de todos os grandes observatórios
2901000	2903000	do mundo e ele fala pra que o Vaticano
2903000	2905000	quer saber
2905000	2907000	alguma coisa de observatório astronômico
2907000	2909000	porque
2909000	2911000	eles estão acompanhando isso daí
2911000	2913000	e o professor já deu
2913000	2915000	uma dica
2915000	2917000	se eu não estiver enganado
2917000	2919000	eu acho que ele falou isso sim
2919000	2921000	que eles vão querer
2921000	2923000	posar
2923000	2925000	como tendo poder
2925000	2927000	de causar as variáveis
2927000	2929000	exógenas
2929000	2931000	que eles não vão causar
2931000	2933000	mas eles vão querer
2933000	2935000	aparecer para o mundo como
2935000	2937000	nós temos um poder, nós estão causando isso
2937000	2939000	então eu acho que
2939000	2941000	isso que você falou faz todo sentido
2941000	2943000	sim
2943000	2945000	ok
2945000	2947000	e depois
2947000	2949000	o professor fala em três
2949000	2951000	variáveis exógenas
2951000	2953000	essas ondas de energia
2953000	2955000	de alta frequência, ou de boa frequência
2955000	2957000	enviadas
2957000	2959000	pelo criador
2959000	2961000	do
2961000	2963000	o nosso criador, o criador
2963000	2965000	depois
2965000	2967000	o sistema, o nosso sistema
2967000	2969000	vai entrar na área de nulo magnético
2969000	2971000	ou
2971000	2973000	alguns chamam de cinturão de fótons
2973000	2975000	e tem o corpo celeste
2975000	2977000	ou seja
2977000	2979000	esses dois últimos fatores exógenos
2979000	2981000	são cíclicos, o planeta já passou por isso
2981000	2983000	mas nunca
2983000	2985000	contemporaneamente
2985000	2987000	com esses dois
2987000	2989000	nunca com esses dois ao mesmo tempo
2989000	2991000	a demais
2991000	2993000	da onda de alta
2993000	2995000	energia
2995000	2997000	então a leitura que eu faço é o seguinte
2997000	2999000	vão vir os
2999000	3001000	os catalisadores
3001000	3003000	nós temos que estar
3003000	3005000	preparados internamente
3005000	3007000	e externamente para passar por eles
3007000	3009000	até chegar o momento
3009000	3011000	da onda de energia
3011000	3013000	aí nós vamos ser libertados
3013000	3015000	libertados que eu digo
3015000	3017000	da ilusão
3017000	3019000	ninguém vai ser levado para lugar nenhum
3019000	3021000	talvez até aconteça
3021000	3023000	mas eu não conto com isso
3023000	3025000	o que eu sei é o seguinte
3025000	3027000	se eu não tiver mais a matrix
3027000	3029000	me controlando
3029000	3031000	e eu ver eu me controlando
3031000	3033000	eu vou saber o que fazer
3033000	3035000	eu vou saber o que fazer
3035000	3037000	vai ser tranquilo
3037000	3039000	vai ser uma delícia
3039000	3041000	vai ser ótimo
3041000	3043000	ver o que vai vir depois
3043000	3045000	que vai ser inversão dos polos
3045000	3047000	ver um flash solar
3047000	3049000	que vai torrar todo mundo
3049000	3051000	eu só sei que ali
3051000	3053000	eu vou estar livre e ali vai ser um ponto
3053000	3055000	de passagem
3055000	3057000	esplendorosa
3057000	3059000	essa é a minha leitura
3059000	3061000	e também a injeção de ânimo
3061000	3063000	que eu quero passar para vocês
3063000	3065000	mas
3065000	3067000	antes
3067000	3069000	os DGS vão tentar
3069000	3071000	aumentar a coleta deles
3071000	3073000	Renato
3073000	3075000	sim
3075000	3077000	eu queria comentar uma coisa
3077000	3079000	dozelha primeiro
3081000	3083000	eu queria falar baseado
3083000	3085000	nisso que você está dizendo
3085000	3087000	o que eu escrevi
3087000	3089000	inclusive lá no grupo de estudos
3089000	3091000	eu vindo
3091000	3093000	a live 15
3093000	3095000	eu entendi que
3095000	3097000	tem um trecho que foi o que me chamou a atenção
3097000	3099000	porque cada vez que a gente ouve
3099000	3101000	a coisa canta diferente no ouvido da gente
3101000	3103000	tem algum outro microfone
3103000	3105000	aberto aí
3105000	3107000	josele é só um pouquinho
3107000	3109000	tem algum outro
3109000	3111000	tem algum outro microfone
3111000	3113000	aberto
3115000	3117000	eu vou fechar
3117000	3119000	eu vou fechar o meu
3121000	3123000	me ouvem
3125000	3127000	sim
3127000	3129000	agora está melhor
3129000	3131000	melhor
3131000	3133000	assim
3133000	3135000	como estava falando assim
3135000	3137000	como o estudo da live 15
3137000	3139000	inclusive eu escrevi isso
3139000	3141000	foi uma das coisas
3141000	3143000	que cada vez que a gente ouve
3143000	3145000	canta ouvido
3145000	3147000	uma coisa diferente
3147000	3149000	que você não tinha ouvido antes
3149000	3151000	tem um trecho que ele diz assim
3151000	3153000	eu entendi, interpretei
3153000	3155000	que ele fala
3155000	3157000	que a resistência usa
3157000	3159000	muitas das coisas que os djs
3159000	3161000	fazem
3161000	3163000	para ter frutos
3163000	3165000	e enfim
3165000	3167000	que consiga se reverter
3167000	3169000	em prol da resistência
3169000	3171000	e eu entendi
3171000	3173000	que ele tem um, nesse trecho
3173000	3175000	ele fala a respeito, ele ainda estava muito sobre
3175000	3177000	as questões geopolíticas
3177000	3179000	econômicas, ele fala
3179000	3181000	então essa história
3181000	3183000	da coisa da dívida
3183000	3185000	que vai se acelerar mais
3185000	3187000	e tudo mais
3187000	3189000	então eu entendi que
3189000	3191000	o que eles estão
3191000	3193000	entendido dessa maneira
3193000	3195000	que grande parte dessa nossa
3195000	3197000	preparação na realidade
3197000	3199000	é
3199000	3201000	como você falou
3201000	3203000	só para
3203000	3205000	ter a minha ideia
3205000	3207000	aqui
3207000	3209000	de que a gente esteja íntegro
3209000	3211000	em todos esses momentos
3211000	3213000	porque ninguém sabe
3213000	3215000	o ideal seria estar em mil metros
3215000	3217000	eu estou em Curitiba, eu estou a 900
3217000	3219000	na minha casa são 972 metros
3219000	3221000	acima do nível do mar
3221000	3223000	eu moro
3223000	3225000	em um lugar bem retirado
3225000	3227000	há muitos anos
3227000	3229000	quinto e ativamente a gente foi para lá
3229000	3231000	sem saber que ia precisar
3231000	3233000	e que esse lugar é um lugar que a gente gostaria de estar
3233000	3235000	e que é um lugar mais
3235000	3237000	protegido
3237000	3239000	mas assim
3239000	3241000	não sei
3241000	3243000	eu até pesquisando outro dia
3243000	3245000	pessoal lá
3245000	3247000	nos preparadores
3247000	3249000	falou de Curitiba
3249000	3251000	que está sobre uma falha geológica
3251000	3253000	a gente está sobre uma falha geológica
3253000	3255000	você vai lá, tem que estar estável
3255000	3257000	eu não estou me apegando tanto
3257000	3259000	a isso
3259000	3261000	mas estou entendido
3261000	3263000	e entendido que as medidas prudenciais
3263000	3265000	era para estar em equilíbrio
3265000	3267000	e estar tentando estar nesse estado
3267000	3269000	hormônico a maior parte do tempo
3269000	3271000	e parece assim que o professor
3271000	3273000	a cada passo que anda
3273000	3275000	ele chama a gente
3275000	3277000	para ter atenção
3277000	3279000	sobre isso
3279000	3281000	para focar sobre isso
3281000	3283000	para a gente conseguir dar conta do que vem adiante
3283000	3285000	porque realmente eles
3285000	3287000	a coisa vai ficar muito mais difícil
3287000	3289000	é isso
3291000	3293000	eu acho que
3293000	3295000	o Pedro depois pediu a voz Pedro
3295000	3297000	fala por favor
3297000	3299000	o Renato
3299000	3301000	só de curiosidade
3301000	3303000	em que local você está morando
3303000	3305000	eu moro na província de Corrientes
3305000	3307000	sim
3307000	3309000	interior da Argentina
3309000	3311000	é de lá por isso que eu te perguntei que cidade
3311000	3313000	eu tenho palestras
3313000	3315000	eu não moro numa cidade
3315000	3317000	moro numa fazlenda
3317000	3319000	no município de Curusucuaté
3319000	3321000	meu pai nasceu aí
3321000	3323000	coincidências da vida
3323000	3325000	acontece
3325000	3327000	hoje eu tive
3327000	3329000	uma prova
3329000	3331000	de repente a vida te põe um desafio
3331000	3333000	uma prova, sei lá
3333000	3335000	já foi motivo de outros chat
3335000	3337000	e tudo mais
3337000	3339000	precisei sair com o meu genro
3339000	3341000	porque
3341000	3343000	por razões não interessa a quais
3343000	3345000	eu estou com todos caros na oficina
3345000	3347000	então eu moro numa chaca, precisei dele
3347000	3349000	e na volta
3349000	3351000	ele
3351000	3353000	deu uma aula
3353000	3355000	na qual, segundo a opinião dele
3355000	3357000	eu estou totalmente alienado
3357000	3359000	eu falo coisas
3359000	3361000	do outro mundo
3361000	3363000	isso porque
3363000	3365000	meu netinho, eu tenho filho pequeno
3365000	3367000	vive doente, o moleque
3367000	3369000	e eu já tinha comentado alguma vez
3369000	3371000	a respeito das vacinas etc
3371000	3373000	mas eu confesso que
3373000	3375000	me deixou por umas duas horas meio
3375000	3377000	acabunhado
3377000	3379000	porque para a maioria das pessoas
3379000	3381000	eu sou aquela
3381000	3383000	ovelha negra, aquela mosca branca
3383000	3385000	eu falo de coisas
3385000	3387000	que são inconcebíveis, que não existem
3387000	3389000	e me lembrou
3389000	3391000	uma das citações que o professor
3391000	3393000	fez
3393000	3395000	a respeito daquele filme
3395000	3397000	Matrix
3397000	3399000	de que tem pessoas que vão defender
3399000	3401000	a Matrix a unhas e dentes
3401000	3403000	e isso eu acho
3403000	3405000	um desafio grande
3405000	3407000	fora o fato dos fatores exógenos
3407000	3409000	que às vezes
3409000	3411000	não precisam ser uma guerra
3411000	3413000	a pressão de inflação
3413000	3415000	por exemplo
3415000	3417000	sufoca as pessoas com
3417000	3419000	menor renda e menos possibilidades
3419000	3421000	e isso é como encurralar
3421000	3423000	uma fera até um certo ponto
3423000	3425000	depois tem mais explosão social
3425000	3427000	porque a pessoa vai querer sobreviver
3427000	3429000	então são vários
3429000	3431000	eu estou querendo dizer que são vários os desafios
3431000	3433000	para
3433000	3435000	colocar a prova
3435000	3437000	a que ponto eu tenho equilíbrio
3437000	3439000	fisicamente
3439000	3441000	eu moro na chaca urbana
3441000	3443000	eu tenho estoque
3443000	3445000	de 10 milímetros de água
3445000	3447000	e outras coisas e um poço no quintal
3447000	3449000	mas é o que o Renato mencionou
3449000	3451000	uma bomba manual
3451000	3453000	quando eu era criança que morávamos na Argentina
3453000	3455000	tínhamos uma bomba manual
3455000	3457000	hoje é difícil até de achar
3457000	3459000	para comprar
3459000	3461000	e os fatores
3461000	3463000	exógenos
3463000	3465000	já estão reverberando seus efeitos
3465000	3467000	eu pessoalmente
3467000	3469000	tinha pesquisa de muitos anos a respeito
3469000	3471000	do astro intruso
3471000	3473000	eu já citei, não sei se é aqui
3473000	3475000	mas do grupo de estudos com certeza
3475000	3477000	eu vi com meus olhinhos como dizem
3477000	3479000	então para mim
3479000	3481000	está mais do que
3481000	3483000	convicto de que é um fator
3483000	3485000	e
3485000	3487000	não demora muito
3487000	3489000	mas é necessário, eu estou de acordo com o Renato
3489000	3491000	é necessário
3491000	3493000	superar esses desafios
3493000	3495000	e que vivamos
3495000	3497000	essa queda
3497000	3499000	do véu
3499000	3501000	interessante porque nós no EP2
3501000	3503000	enfatizamos e mais agora essa versão
3503000	3505000	mais nova que o professor fez
3505000	3507000	e ao mesmo tempo
3507000	3509000	eles, os DGS, estão inventando
3509000	3511000	uma parafernalha de instrumentos
3511000	3513000	eletrônicos e tudo mais
3513000	3515000	para interferir
3515000	3517000	e aumentar
3517000	3519000	essa interferência
3519000	3521000	então, resumindo
3521000	3523000	cada vez é mais necessário
3523000	3525000	manter esse
3525000	3527000	equilíbrio interno
3527000	3529000	porque ele vai ser posto à prova a cada segundo
3529000	3531000	e uma das coisas que eu
3531000	3533000	pessoalmente
3533000	3535000	vejo como muito, muito bom
3535000	3537000	muito positivo
3537000	3539000	são estes nossos grupos
3539000	3541000	essa egregora realmente
3541000	3543000	ela fortalece
3543000	3545000	e ela ajuda muito
3545000	3547000	e eu agradeço por terem o meu ouvido
3547000	3549000	doora a sua paciência
3551000	3553000	muito grato Pedro
3553000	3555000	um abraço
3555000	3557000	sempre é interessante ser depoimentos pessoais
3557000	3559000	alguém mais quer falar alguma coisa
3559000	3561000	rapidamente senão eu avanço
3561000	3563000	rapidamente
3563000	3565000	rapidamente, rapidamente
3565000	3567000	o professor tem insistido muito agora
3567000	3569000	na parte de preparação interna
3569000	3571000	e ele está começando
3571000	3573000	falar sobre os liberados
3573000	3575000	em vida, que é possível
3575000	3577000	depende
3577000	3579000	de muita dedicação
3579000	3581000	da gente fortalecer
3581000	3583000	o nosso interno para passar por tudo isso
3583000	3585000	com muita tranquilidade
3585000	3587000	e porque
3587000	3589000	o meu questionamento
3589000	3591000	no caso agora jogo pra você Renato
3591000	3593000	a gente pode estar super
3593000	3595000	super super preparado
3595000	3597000	com tudo que acontece exógenos
3597000	3599000	endógenos etc.
3599000	3601000	com todos os itens
3601000	3603000	e até o professor mencionou isso
3603000	3605000	um evento presencial
3605000	3607000	você saiu para comprar pão
3607000	3609000	você está numa outra situação
3609000	3611000	ou acontece alguma coisa
3611000	3613000	quando você chega a tua casa não está mais lá
3613000	3615000	então você está no comal no bolso
3615000	3617000	no meio da rua
3617000	3619000	então se o preparo interno não for grande
3619000	3621000	e o nosso eu superior
3621000	3623000	não indicar para onde a gente tem que ir
3623000	3625000	o que a gente tem que fazer
3625000	3627000	eu acho que isso aqui é a coisa mais importante
3627000	3629000	mas essa pergunta que eu queria te fazer
3629000	3631000	em que situação
3631000	3633000	como que a gente se viraria numa situação
3633000	3635000	onde todos os nossos preparos
3635000	3637000	não estariam acessíveis
3641000	3643000	Regina
3643000	3645000	você respondeu
3645000	3647000	a tua pergunta
3647000	3649000	no início dela
3649000	3651000	se você estiver bem internamente
3651000	3653000	essa situação
3653000	3655000	vai ser favorável para ti
3655000	3657000	ou seja
3657000	3659000	você tem uma casa
3659000	3661000	você tem livros lá
3661000	3663000	você tem água
3663000	3665000	você tem tudo
3665000	3667000	mas aí você dá uma saída
3667000	3669000	se você estiver bem contigo mesmo
3669000	3671000	a sua saída vai ser providencial
3671000	3673000	que a tua casa
3673000	3675000	vai ter um problema
3675000	3677000	e ela vai terminar
3677000	3679000	debaixo da terra
3679000	3681000	vamos dizer
3681000	3683000	então
3683000	3685000	mas eu
3685000	3687000	eu quero
3687000	3689000	por um ponto de vista
3689000	3691000	mas é uma leitura que eu faço
3691000	3693000	e eu sinto
3693000	3695000	que eu estou correto
3695000	3697000	as variáveis exógenas
3697000	3699000	vão vir
3699000	3701000	depois das endógenas
3701000	3703000	ok? estamos de acordo com isso?
3705000	3707000	realmente
3707000	3709000	já está acontecendo
3709000	3711000	e dentro das variáveis
3711000	3713000	exógenas
3713000	3715000	a que vai vir
3715000	3717000	vai ser
3717000	3719000	a variável exógena boa
3719000	3721000	as energias de alta frequência
3721000	3723000	por que eu faço
3723000	3725000	essa leitura?
3725000	3727000	porque o professor várias vezes deu a entender
3727000	3729000	de que
3729000	3731000	antes do fim do jogo completo
3731000	3733000	do fim do jogo
3733000	3735000	nós teríamos um período de calmaria
3735000	3737000	e no vídeo de 90
3737000	3739000	ele falou nas três variáveis exógenas
3739000	3741000	e botou as energias
3741000	3743000	de alta frequência
3743000	3745000	o comandante
3745000	3747000	não é um cara que dá um ponto sem nó
3747000	3749000	eu conheço ele
3749000	3751000	de bastante tempo
3751000	3753000	e ele
3753000	3755000	ele fala muita coisa
3755000	3757000	que faz com que a gente
3757000	3759000	ponha a nossa cabeça a funcionar
3759000	3761000	também
3761000	3763000	ele já cansou de falar que nos ensina
3763000	3765000	a pescar
3765000	3767000	e não procura dar o peixe
3767000	3769000	então eu na minha
3769000	3771000	humilde leitura
3771000	3773000	é o seguinte
3773000	3775000	os DGs vão fazer de tudo
3775000	3777000	para baixar nossa frequência
3777000	3779000	se a gente conseguir passar por isso que vem
3779000	3781000	nós vamos chegar
3781000	3783000	bem do outro lado
3783000	3785000	esse eu resumo
3785000	3787000	da questão
3789000	3791000	estamos claros até aí ou não?
3791000	3793000	tem bastante coisa para a gente ver ainda
3793000	3795000	é só para
3795000	3797000	uma resolva Renato
3797000	3799000	como a
3799000	3801000	como a Mônica
3801000	3803000	colocou
3803000	3805000	acho que há uma nuância
3805000	3807000	já estão acontecendo
3807000	3809000	não seria assim
3809000	3811000	acaba uma agora vem a outra
3811000	3813000	eu acho que não sei se foi isso
3813000	3815000	mas deu impressão
3815000	3817000	eu acho que é aí que
3817000	3819000	mas na verdade
3819000	3821000	quem não tiver preparado
3821000	3823000	também para sentir essa coisa boa
3823000	3825000	chegando
